time,open_price,high_price,low_price,close_price,volume_btc,trade_count,volatility,momentum,pct_change,risk
2025-12-06 07:02:00,89688.650000,89688.660000,89654.100000,89654.110000,9.400500,1485,34.560000,-34.540000,-0.000385,3.676400
2025-12-06 07:03:00,89654.100000,89673.020000,89639.850000,89673.020000,3.318680,1290,33.170000,18.920000,0.000211,9.994938
2025-12-06 07:04:00,89673.020000,89692.910000,89667.190000,89692.900000,1.636540,1458,25.720000,19.880000,0.000222,15.716084
2025-12-06 07:05:00,89692.910000,89698.040000,89654.810000,89654.820000,6.697550,2563,43.230000,-38.090000,-0.000425,6.454599
2025-12-06 07:06:00,89654.820000,89665.490000,89654.810000,89665.490000,0.866610,603,10.680000,10.670000,0.000119,12.323883
2025-12-06 07:07:00,89665.480000,89698.350000,89665.480000,89698.340000,1.491240,1270,32.870000,32.860000,0.000366,22.042059
2025-12-06 07:08:00,89698.340000,89698.350000,89683.320000,89683.330000,2.289340,715,15.030000,-15.010000,-0.000167,6.565211
2025-12-06 07:09:00,89683.320000,89698.350000,89683.320000,89698.350000,1.326550,483,15.030000,15.030000,0.000168,11.330142
2025-12-06 07:10:00,89698.340000,89698.350000,89671.650000,89671.650000,1.994230,1020,26.700000,-26.690000,-0.000298,13.388626
2025-12-06 07:11:00,89671.640000,89671.650000,89665.170000,89665.170000,3.434400,503,6.480000,-6.470000,-0.000072,1.886792
2025-12-06 07:12:00,89665.180000,89665.180000,89665.170000,89665.170000,1.856150,154,0.010000,-0.010000,-0.000000,0.005387
2025-12-06 07:13:00,89665.170000,89688.180000,89665.170000,89688.180000,1.359420,731,23.010000,23.010000,0.000257,16.926336
2025-12-06 07:14:00,89688.180000,89696.410000,89688.170000,89688.180000,1.034250,1172,8.240000,0.000000,0.000000,7.967126
2025-12-06 07:15:00,89688.180000,89688.180000,89688.170000,89688.180000,2.264520,145,0.010000,0.000000,0.000000,0.004416
2025-12-06 07:16:00,89688.180000,89697.760000,89688.170000,89697.760000,0.652550,543,9.590000,9.580000,0.000107,14.696192
2025-12-06 07:17:00,89697.760000,89697.760000,89688.790000,89688.790000,1.714360,538,8.970000,-8.970000,-0.000100,5.232273
2025-12-06 07:18:00,89688.790000,89688.790000,89650.040000,89650.040000,5.094140,1731,38.750000,-38.750000,-0.000432,7.606780
2025-12-06 07:19:00,89650.040000,89688.970000,89650.040000,89688.970000,4.073110,1462,38.930000,38.930000,0.000434,9.557807
2025-12-06 07:20:00,89688.960000,89688.970000,89666.460000,89666.460000,2.376180,1157,22.510000,-22.500000,-0.000251,9.473188
2025-12-06 07:21:00,89666.470000,89666.470000,89650.040000,89650.040000,1.308880,824,16.430000,-16.430000,-0.000183,12.552717
2025-12-06 07:22:00,89650.040000,89650.050000,89635.090000,89635.090000,1.451670,852,14.960000,-14.950000,-0.000167,10.305372
2025-12-06 07:23:00,89635.090000,89699.270000,89635.090000,89685.640000,50.814590,1094,64.180000,50.550000,0.000564,1.263023
